[INFO]
DATA_FORMAT_VERSION=1.0
CREATOR=tellurium
NUMBER_OF_COLS=3
NUMBER_OF_ROWS=5001
COLUMN_HEADERS=time,[S1],[S2]
0.128,-0.003263412314592997,-0.3123679519682791
0.13,0.2188822121533527,0.3429649845810048
0.132,-0.2292580377527963,0.1027141348583047
0.134,0.4926197410779646,0.201309015901531
0.136,-0.3154410159150802,-0.1498598138406135
0.138,0.2942900601020653,-0.4391635698857607
0.14,0.6205107639664037,0.1350409889328135
0.142,0.01598689070795048,-0.2995638472412037
0.144,0.3915181017236962,-0.112585980369039
0.146,0.4906236760215976,-0.2288121153834149
0.148,0.04576800119655494,0.144654219802996
0.15,0.3997937925414315,-0.0484412891360523
0.152,-0.3539833891056003,0.04197315796109838
0.154,0.4668078768155816,0.2594219645312967
0.156,-0.5609918467976475,0.2079305809049237
0.158,-0.04285040521500642,-0.1408905895628027
0.16,-0.09859122716859363,0.472068470476307
0.162,-0.1581695780916978,-0.07452550613376405
0.164,0.4221829285588882,0.2499039553493918
0.166,0.171887045345912,-0.4198581658341189
0.168,-0.2068388794171892,0.03640880436444971
0.17,0.4231493493011301,-0.1723659718154115
0.172,-0.05040561010202804,-0.2972018298317471
0.174,0.2944311902563688,0.6886783686907966
0.176,-0.005502712607686,-0.3005891807856449
0.178,0.05152005579748022,-0.1590028051653098
0.18,0.363206767677317,-0.08357697865049195
0.182,0.2460965304187504,0.01016343668674422
0.184,-0.1586642620503743,0.1508713294254823
0.186,-0.2969693330969657,0.2267432047028073
0.188,-0.03441261241472891,-0.06608834280582865
0.19,-0.1269002503439303,-0.0682908974080613
0.192,0.1576696000021893,-0.221240441955846
0.194,0.5084786716689095,0.1690458753530547
0.196,-0.0647236438265304,0.5009106430090455
0.198,-0.2280269657732364,-0.1782529682309241
0.2,0.1695262256827093,-0.13061480483431
0.202,0.01400944224176124,-0.01800146494022116
0.204,0.1036108474622845,0.5752688997695348
0.206,0.1199205310356239,-0.3893865553908266
0.208,0.4164958070930691,0.0666895684601686
0.21,0.03859024682593366,-0.3746120767660723
0.212,-0.01066927012672083,-0.09154444329516893
0.214,-0.1112878809476227,-0.1659634522924078
0.216,-0.07787839853639668,-0.02221313148664607
0.218,0.01954491694802128,0.1734032846098141
0.22,-0.05133536475288056,-0.2357035161357839
0.222,0.01582280653397206,-0.440050942839534
0.224,-0.2084503225931382,0.1191359900155107
0.226,-0.6157019491692179,0.03531580106074976
0.228,-0.1264218820510265,0.0789512891419713
0.23,0.1132850588687694,0.3754465052990987
0.232,0.3116525988754456,-0.08851313033250541
0.234,-0.1303342985082821,0.3029886602375735
0.236,0.008965046862177598,-0.412077723343916
0.238,0.1454321493758737,-0.2143676822469913
0.24,0.479793685575607,-0.2237164585127659
0.242,-0.7455374739291025,-0.1006337671857477
0.244,-0.2411337174805708,0.1496465596097849
0.246,-0.1284562444019959,-0.2566571646033897
0.248,-0.1372722555870366,0.1269563582718257
0.25,-0.4921949977310943,0.1309135144671398
0.252,0.1436521156408758,0.1966905713206137
0.254,0.09973829636005047,-0.1196695076719666
0.256,0.423166650153228,0.4450152461721306
0.258,-0.5260283953070196,-0.1016240998541191
0.26,-0.004004809583595432,0.009061127063465705
0.262,0.3539961013313194,0.5137086032692008
0.264,-0.302973663712659,0.187520178819923
0.266,-0.03103766375824846,0.1547945948783625
0.268,0.04183906754611408,0.328503518476291
0.27,-0.2093842487388546,-0.2870544550140878
0.272,0.1452910499451411,0.6924680596333465
0.274,0.1407355320018414,-0.08921777049144687
0.276,0.07250265596142683,0.4200380248269508
0.278,-0.05055755716489356,0.1488523666714119
0.28,0.357446456618205,0.1801363858940968
0.282,0.2085199830430579,0.5928239397915291
0.284,0.09119090590746998,-0.02970539870049191
0.286,0.02740754004714899,-0.3606415756677645
0.288,-0.107673546707905,-0.108345927711421
0.29,0.3328035787915047,-0.5084481019856114
0.292,0.06550850996357478,0.2186311411436459
0.294,-0.4513157168726935,0.3279715975471963
0.296,0.02952072763292133,-0.4523568449820422
0.298,-0.3986286877500978,-0.04283948310086274
0.3,-0.2036842830861173,0.2816001839592232
0.302,0.1348682723896722,-0.2225067858339068
0.304,0.1712653625256714,-0.2187841872856651
0.306,-0.1073697633142111,0.01068705329381283
0.308,0.01217348042702595,-0.02441907056520863
0.31,0.2327926176050858,-0.271522965076335
0.312,-0.2955272888395204,0.2073313571579697
0.314,0.02284492888957218,0.5625142769052934
0.316,-0.3376580381795317,-0.5664876776853727
0.318,0.06888242155107573,0.4963874156314474
0.32,0.00436241264596615,-0.2960127765997629
0.322,0.303659943142397,0.03840850486683881
0.324,0.4636591587800291,-0.2599117590071106
0.326,-0.08795947158113145,0.1624697590640345
0.328,0.1498194892384973,-0.07499823066122016
0.33,0.1262715859072982,-0.4020112637815282
0.332,-0.2681245869569337,0.04880179519157075
0.334,-0.1218585835469192,0.01042019621594817
0.336,0.2148514913603506,0.1931090401142423
0.338,-0.05794723465280096,0.4909379451926884
0.34,-0.7501471660230255,-0.3503467383382491
0.342,-0.4490638386687941,0.2890474988640446
0.344,0.2284202337813405,0.1676705756387137
0.346,-0.5774601008089552,-0.08889832787035014
0.348,-0.1558027292243868,0.3883884137458599
0.35,0.04809398959072559,0.1179516388496348
0.352,-0.2452855309085834,0.3538621939696767
0.354,0.4408491073207167,0.547958005754942
0.356,-0.05464170769051001,0.09191636486761333
0.358,-0.01390244815896443,-0.5927682753614141
0.36,0.3364760270046104,-0.09348546409745065
0.362,1.01542947937019,0.1507572929683798
0.364,0.2080687041703394,0.02336230648985285
0.366,-0.3561297582475702,-0.3624117637611012
0.368,-0.5048613803380966,0.6513183039050865
0.37,-0.2933212796073256,0.3833449828862276
0.372,-0.2114308493682109,0.05106733367098003
0.374,-0.0905562712692278,0.07916939217608286
0.376,-0.2592398761390737,-0.07611029979655046
0.378,0.4030717640843945,0.4168001036910776
0.38,0.3016676947295623,-0.1356453283566023
0.382,0.0589321373247171,-0.01909562013563853
0.384,0.1355999253468379,0.4804532508375689
0.386,0.3587745866894299,0.03129537264565358
0.388,0.2628688993742512,-0.2451077604829849
0.39,0.1985867954936457,0.2060449260360221
0.392,-0.3914529775259051,-0.2620662417051051
0.394,-0.01668003026461841,0.4759163726271108
0.396,0.1345163165488556,-0.2984988318123781
0.398,-0.04411861818998303,0.03375396203614617
0.4,-0.1184536251707806,0.2808961399099831
0.402,-0.1041987300441186,0.1128355947454015
0.404,-0.364449609375006,-1.017145641309883
0.406,-0.2416626646927396,-0.3250031792932916
0.408,-0.3402187254897828,0.2777093258221727
0.41,-0.1554059492631099,-0.4609198545886213
0.412,-0.1097773804857199,-0.2491059917976489
0.414,0.6679352729231769,-0.06212242491208914
0.416,0.2349911876705833,0.3491845357433387
0.418,0.1095542428499334,-0.4037056361258402
0.42,0.3987320216701289,-0.265689031582915
0.422,-0.2023077148614414,-0.158388308806126
0.424,-0.03915344707287664,-0.1350125503275166
0.426,-0.09353078042243604,0.1594777396541755
0.428,-0.1849334445781647,-0.141614638693799
0.43,-0.1318357197375508,0.002265856659780029
0.432,0.2056780764073906,0.4628267746794073
0.434,-0.3930857268364311,-0.001817427596823284
0.436,0.3131885954919625,0.1517417342200293
0.438,-0.09438017546675014,-0.0762265471254624
0.44,0.2286696157183784,-0.1918030849813461
0.442,0.5627386366501935,0.254657061669977
0.444,0.08839539304372275,0.02507610071154437
0.446,0.06568305737553923,0.115516448694372
0.448,0.07601857752828589,-0.4276116362551574
0.45,-0.1104008687620754,0.1622058945549632
0.452,0.1723665478886617,0.09630965430595809
0.454,0.5412828861911143,-0.005137044967092521
0.456,0.1639982846360181,0.461051731129368
0.458,0.3542376519662674,0.07645771023277261
0.46,0.02500667617218802,-0.1626182116303023
0.462,0.2601084997597997,0.2177768579028484
0.464,0.5592893149801644,-0.270191309413145
0.466,-0.2378879658048533,-0.05240877629565063
0.468,0.07590846260046717,0.2641101675704551
0.47,-0.04366030362478363,-0.3595864524034636
0.472,-0.05789397308146473,0.3904006202412028
0.474,0.1094379575310894,-0.1265957284192868
0.476,0.1278329320439699,0.1723328311777526
0.478,0.3074282393173879,-0.1979105902421542
0.48,-0.3288141184149994,-0.3796693003927444
0.482,0.1096930389528026,-0.1747038108960135
0.484,-0.03637769787776689,0.07909207273612885
0.486,-0.2175537608486007,-0.1953947851994256
0.488,0.02641984075582055,0.1448957038850944
0.49,0.1233355987231751,-0.1545286610774734
0.492,0.154575241418094,-0.0170290718550638
0.494,-0.5915800981716349,0.02361744930948785
0.496,0.1624766886098108,0.05368893015844618
0.498,-0.2003678637805529,0.3646860667699787
0.5,0.1212968698916588,-0.1770460154132403
0.502,0.6727227419435966,-0.2949143494841888
0.504,-0.5624428758009262,-0.09129813349308015
0.506,-0.02777664147054949,-0.1380546444391325
0.508,0.05695245042588209,0.1686029924203367
0.51,-0.1960128268002183,0.3128827435017081
0.512,0.3644275119950243,-0.1263246333690056
0.514,0.1488385435036951,0.32297537236777
0.516,0.1830004198834493,-0.6278743608008505
0.518,0.1155789743093685,0.1067047222599078
0.52,0.2709955991776426,0.1543867835991738
0.522,0.255890556976818,0.1285083639342234
0.524,0.4464038855127337,-0.02675075892117799
0.526,0.4549647676757979,-0.233169057036652
0.528,0.03095584500690115,0.1811887710318331
0.53,0.376241973539089,0.03393307903504863
0.532,-0.5869337786908854,-0.2198548526821706
0.534,-0.106048768743243,0.1037430974944914
0.536,0.09041861779821092,0.1025610079214175
0.538,-0.6873590883875569,-0.0332384844998212
0.54,-0.2900644132622001,0.4592135741065809
0.542,0.2358207938193651,0.4038076752346059
0.544,0.1421834737088152,0.330512929138141
0.546,0.02883593607768362,-0.2024441013445483
0.548,-0.002565871336294684,-0.1891053344398123
0.55,0.1984503039049299,0.2760644220496736
0.552,-0.2270588540378195,0.3347066905512974
0.554,0.1640337740673658,-0.2438298996678581
0.556,-0.6155036246716834,0.4818065903102629
0.558,-0.5266067273039095,0.09737348335202632
0.56,0.2275937106360564,-0.03072702204079525
0.562,-0.04924261724141626,-0.3254486389111864
0.564,-0.2412575657386608,-0.5714858904459069
0.566,-0.1091641341937012,-0.2591604800552432
0.568,-0.07292117838039679,-0.3258336704330457
0.57,0.5509953900788739,0.132862407697633
0.572,0.06365180071520771,0.1842545504588644
0.574,-0.244521770522257,-0.01008062812248757
0.576,-0.02391680341461573,0.4294267531433713
0.578,-0.08167556608680518,0.1845477484205656
0.58,-0.1858215344669015,-0.3766302075409731
0.582,0.006711798286316792,-0.1187211103684948
0.584,-0.1693425070878023,-0.3191567580423526
0.586,-0.1327928341656371,0.01335237251963717
0.588,-0.5457799860439009,-0.4953012871370329
0.59,-0.5355625849400091,-0.2624607888981931
0.592,0.2004297204680331,0.2320432203923049
0.594,0.05728905447722245,0.1115078160959403
0.596,0.3501814467838927,0.03242825027931514
0.598,-0.1239618518739349,-0.5342462910205081
0.6,0.04975050149322651,0.0673195265746723
0.602,-0.01297988160315733,0.0285986050167642
0.604,0.2020629964486718,0.03733980151850114
0.606,-0.3829340380691251,0.180312290810995
0.608,0.1081475816553737,-0.4012776841054569
0.61,-0.1879080138053209,0.02459629017228189
0.612,0.1896298966940046,-0.1891275394241042
0.614,0.08550059661326705,0.1818063899055519
0.616,-0.08160012900319699,-0.1376085303804838
0.618,-0.1096674523527572,0.2664336817329768
0.62,-0.2225105771266632,-0.1531742078191988
0.622,0.2577008448393439,-0.07252219166644858
0.624,-0.504663142934852,-0.1714960539535357
0.626,-0.1022711762863538,-0.4771672885438619
0.628,-0.1277506308267133,-0.2782839842537987
0.63,-0.1143022263233762,-0.1619798223743336
0.632,0.0667153099973998,0.4903526846980523
0.634,0.1451952698242323,-0.3216982622340435
0.636,0.07643989679649992,-0.321840688236338
0.638,-0.08071761954724264,0.05932047393314835
0.64,0.1298028218352764,-0.6428512303793823
0.642,0.1731425782473256,-0.08794036219989636
0.644,-0.3848418724701935,0.06447344067888959
0.646,0.150343034640427,0.4833964801414171
0.648,0.3496507151227751,0.4932344351296362
0.65,-0.2846290223629628,-0.5807223219671561
0.652,0.2163734963836783,0.2288730497280182
0.654,-0.2486549892987613,0.2670456338839773
0.656,-0.1138471857906731,0.4024977171864818
0.658,0.5146704728876783,-0.1549248266816239
0.66,-0.08833298851151722,0.2409685698340543
0.662,-0.150498096222253,-0.11192729009014
0.664,0.3361411810526172,0.568770075105996
0.666,0.1683448432930967,0.05050101928788546
0.668,-0.4029422598095546,-0.4155299935792188
0.67,-0.3042927910013614,-0.09738899538287446
0.672,0.1825341468481573,-0.2775319394012633
0.674,0.2667295357151298,-0.1675192853552757
0.676,-0.1851165951401365,-0.2748359122875563
0.678,0.1503178313009029,-0.101001890233795
0.68,0.3035776099176881,0.2466769141069101
0.682,0.08430325901766311,0.3905188696707176
0.684,0.3436805261862921,-0.2471521919831093
0.686,-0.1196879231960009,-0.3779964089738621
0.688,1.04633968682763,0.3614129915313265
0.69,-0.08913191528624226,-0.1614863431947634
0.692,-0.3040912131489398,0.7586986343278466
0.694,-0.2376556535117914,-0.16566964256759
0.696,-0.006888098207148412,0.3778204114986697
0.698,-0.0914958089761448,-0.03953896808507467
0.7,-0.2330846670690658,-0.0826712253861802
0.702,0.05141220151210611,0.02527657358600976
0.704,0.1246771961556628,0.03686505821324499
0.706,-0.6331976240132664,-0.5616846944324264
0.708,0.2344823398697615,0.4945651205944793
0.71,-0.1699672452455452,0.3227608422611168
0.712,-0.1442435027416304,-0.02021192471920958
0.714,0.008511178951561473,-0.1407218685737198
0.716,-0.2510285987145398,0.2547932004719289
0.718,0.07534726971614025,0.2500497834499373
0.72,-0.1018655276262232,0.1696356315216909
0.722,0.1579484476847957,0.5176184224418308
0.724,0.08009687526586687,0.02046301038170222
0.726,0.5654854094656784,0.4591762104953575
0.728,-0.6319912834958051,-0.3993200952753006
0.73,0.08077690131990502,-0.233782258898192
0.732,-0.4355044180967496,-0.4339598110706023
0.734,-0.1667823531441723,0.09345968690322044
0.736,-0.3375134251790858,0.007550504455302478
0.738,0.05899898868749696,-0.2029309169335623
0.74,-0.2425669783141362,0.3455594317757026
0.742,0.1961759879057303,0.02127288476217216
0.744,0.16208022932348,-0.3277452385855242
0.746,-0.5397211623126028,0.2093551059352209
0.748,-0.4069397865250809,-0.02543313749961383
0.75,-0.2645473939695033,0.4873016435694205
0.752,-0.1238889249275165,0.1943864832433439
0.754,0.444748483714384,0.02136175936473329
0.756,-0.4295745835516126,-0.1645000499153
0.758,-0.05637572602335457,-0.02558145204690101
0.76,-0.4373519161492949,0.2646795601813284
0.762,-0.1829392825897833,0.08347863733141464
0.764,0.5128778510461329,0.3111172352134703
0.766,0.2380623851329528,0.1773562770558126
0.768,-0.4524024140428583,0.004872721002178922
0.77,0.1813114618539837,-0.4656867304388147
0.772,0.3495315612305032,0.1362964843650155
0.774,0.2618165345788221,-0.4265838313325181
0.776,0.1839625881679857,0.2074317726933572
0.778,-0.3294321970922289,-0.5320427373174834
0.78,0.1172852750515026,0.1599753893863035
0.782,0.2783492470497591,-0.06760715650308238
0.784,0.3438555645945674,0.3480913640348111
0.786,0.07036900180767196,0.147579647916222
0.788,-0.5232658570424413,0.06714501186279191
0.79,0.08436370963022623,0.02548560825701506
0.792,-0.08905721812504569,0.1061388107522049
0.794,0.08160956549224531,-0.1568753090736048
0.796,-0.1938273047584682,0.08529891597340156
0.798,0.3439569973797664,0.3685010222026171
0.8,0.4953905943658681,0.1588697187769743
0.802,0.07588678432928248,-0.01628039587323827
0.804,0.1587850833619464,0.3539938309189079
0.806,0.00495240411883076,-0.4173832605958158
0.808,0.4186509540754333,0.06390915061008387
0.81,0.05049564704093396,-0.08718966608253791
0.812,0.1933818864212765,0.1198240308879587
0.814,-0.1750791543283067,0.2466679593144376
0.816,0.08123530292511666,0.1360491023847645
0.818,0.4168799328365949,-0.3766094018824286
0.82,-0.6190714543982906,0.01075124208152455
0.822,0.2642760769414932,-0.6120699081367075
0.824,0.0930191358322245,-0.4229596774505774
0.826,0.1041644437819795,-0.05914445179341418
0.828,-0.3175561255032454,-0.3856478851429996
0.83,0.5634374242453308,0.1011757939435473
0.832,0.5090209513498438,0.08470334348410405
0.834,0.1254890326282369,-0.2545399308636495
0.836,-0.08497615479913567,0.224711437413523
0.838,0.1649592374220802,-0.2990745998897113
0.84,-0.00572557718966323,-0.2469874831597146
0.842,-0.2078338796056118,0.1228726492858842
0.844,0.6589385393273117,0.3991024732675736
0.846,-0.124432336441536,-0.2579159913131428
0.848,-0.08080074075098226,-0.01927244614806295
0.85,-0.3165930100690958,-0.1964980041511237
0.852,-0.320968082795199,0.2100895812068249
0.854,0.5536716358846007,0.09303695194178858
0.856,-0.3777940017145158,0.03540893399068174
0.858,0.2858167942369832,-0.08233861818202047
0.86,-0.1533511637644641,-0.4493935380303599
0.862,-0.09867472844971585,-0.005264453549118204
0.864,0.5340867528886676,0.1191965444177194
0.866,0.8221365310439665,0.2917759531362953
0.868,0.08598838353217256,0.03794307138003134
0.87,-0.1832099848725416,0.4127293447501476
0.872,0.6959608128960866,0.6010303203206622
0.874,0.3930611223457511,-0.276601113307789
0.876,0.02003721581690354,0.3055630473610306
0.878,-0.03455320424981905,0.06111680120620606
0.88,0.3516231167288899,-0.135566228269109
0.882,0.2405978686473394,-0.34139639467195
0.884,-0.0303880284698646,-0.129954964569458
0.886,0.5361681510347516,-0.1445713026557873
0.888,0.04100059291355,-0.09633889286856465
0.89,0.07305313763583074,-0.1484103806912419
0.892,-0.2764193343522884,-0.01113285837917208
0.894,0.2091445746790693,-0.04388727435457406
0.896,0.3443910371505782,0.3202324008961887
0.898,-0.4343125109338735,-0.3280332777967107
0.9,0.3619014876333148,-0.2034131178135772
0.902,-0.3653431376109859,-0.04762726476780707
0.904,0.1903828040476683,0.1013599684259167
0.906,-0.1222544764796792,-0.2650720963899131
0.908,-0.01819469691893422,-0.006951044672069872
0.91,0.139919365738655,0.07349620951202758
0.912,0.5924188324770953,0.1326160518739811
0.914,0.2621821062277037,-0.06642767986326317
0.916,-0.198479948876749,0.4298671640560067
0.918,0.4486468519409471,-0.3327077885450597
0.92,0.871362845076145,-0.125945493658491
0.922,-0.4351308161874634,0.09434127846673537
0.924,-0.08326765955076577,-0.2752013310876823
0.926,-0.4186390002861291,-0.6502421511583493
0.928,0.1693636141384878,-0.456277542369981
0.93,-0.1665068388445593,-0.5205154516111272
0.932,0.5049559249344542,0.1013179627499671
0.934,0.1335428808218661,0.1618594923960426
0.936,-0.2233810247726292,0.0351220599724081
0.938,-0.2967974505832882,0.4872881544100466
0.94,-0.154244575012188,-0.2354306933749853
0.942,0.4079354590402635,0.04129932107866098
0.944,-0.6653110289206516,0.7838324765473842
0.946,-0.5579929285554899,0.1003906389961547
0.948,0.1146700852948703,-0.9629103351483139
0.95,-0.3762898043135339,-0.2705527394188343
0.952,-0.1364903369652724,0.2252752459035979
0.954,0.196496418099927,-0.3553959503547357
0.956,0.2796650610329139,0.03166332095408087
0.958,0.7049482734864502,0.2390764719300894
0.96,0.02156549286583734,0.129640637056614
0.962,0.2390469190507253,-0.2930638161736521
0.964,0.2933180881083554,-0.123635674326513
0.966,-0.2294795538939249,-0.1261806667277167
0.968,-0.009557232712027764,-0.1100882711426092
0.97,0.05964836468977423,-0.09187088941192871
0.972,-0.5178496859382609,-0.06313614105222627
0.974,-0.3493979894717156,0.6112378250592028
0.976,-0.3103788266280086,-0.02114091907816576
0.978,0.09080764921467931,-0.1528191023452254
0.98,0.1911525624997266,0.5086621374639174
0.982,0.03736897505849219,-0.8608088620659392
0.984,0.09310124029257295,0.03262784412647098
0.986,-0.2900002018276456,-0.4790683390410935
0.988,-0.8133501389552038,0.4605863962129024
0.99,-0.1993722977349373,-0.09783791033400555
0.992,-0.2959020087359567,0.137065261162627
0.994,-0.2232546797634974,-0.31568764608388
0.996,-0.1243990372179057,0.2001210287679446
0.998,-0.2267731221919799,0.3046702012595203
1,-0.03048614337052852,-0.4119807901906707
1.002,-0.2729232982604904,-0.2225358387617684
1.004,0.06680095182668683,-0.1512465496607655
1.006,-0.3822396047851027,-0.04836921462803708
1.008,0.2655172997150968,0.04275134064338505
1.01,-0.05179594758679125,-0.3396236095752651
1.012,0.1825984721954524,0.1278996967441581
1.014,-0.1684606838654286,-0.1074680655950173
1.016,-0.05659122633963842,-0.557211872716983
1.018,0.5318445558387895,0.6096807177109087
1.02,0.3379290405852103,0.276420972010813
1.022,-0.04159199903955391,0.07976793546530712
1.024,0.5137124629351065,0.2039129236691928
1.026,0.3752716314420279,0.04183348922056043
1.028,-0.2256888142910676,0.2881673089420028
1.03,-0.1476306526745802,0.3926105770510435
1.032,-0.5108798723381279,-0.5561777076971486
1.034,0.02950769729263665,-0.04055790416083675
1.036,-0.1941936285562837,-0.04865194151067911
1.038,0.5441200584938207,-0.5665970418526537
1.04,-0.08183931273404276,-0.0237626425735479
1.042,0.09141482161782299,-0.3851284738505279
1.044,0.1416580481347499,0.1495813325915777
1.046,-0.1196698650111125,0.03661610714164162
1.048,0.0625195839025135,-0.08044669909255707
1.05,0.04443505585952944,-0.04038253457321567
1.052,0.09499574039773411,0.1241851832266356
1.054,0.09777535591242549,-0.04375495554207787
1.056,0.3858584161132864,0.05665056896842105
1.058,-0.1659353454246415,-0.112355519286559
1.06,-0.2272824355101878,-0.003566823055481422
1.062,-0.1777847188743026,-0.2975990800614144
1.064,-0.1457662324743757,0.1017426215348969
1.066,-0.1972155154816613,-0.5844710236021929
1.068,-0.3343197846316733,0.5728814890012686
1.07,-0.1635499176854581,0.03381780703320371
1.072,-0.1454304587535047,0.09055594214124721
1.074,-0.2977795540144747,0.07635160288312708
1.076,-0.1118907917453307,0.5051051687482829
1.078,-0.7960674748360739,0.09356290418115154
1.08,-0.2063930107184882,0.5498832144661006
1.082,0.4169666212365498,0.4339965382635782
1.084,-0.1720384325694706,-0.259174114468528
1.086,0.2076102900761842,0.06155968372721635
1.088,0.1672095149105529,-0.07094990706364363
1.09,0.09292941267007071,-0.5620943303268496
1.092,0.01650136006428615,-0.2294316529772992
1.094,0.6043853248754568,0.0429063111351243
1.096,0.05759612306415795,0.4144720106459263
1.098,-0.2474110528432453,0.2877362922312358
1.1,-0.3242188760659875,0.1780599209534675
1.102,-0.2557406647358102,-0.3417586982786564
1.104,0.2763782686494132,0.0566715720238031
1.106,-0.1619983027784072,-0.05691196652506639
1.108,0.2150149704868372,0.2546091525407063
1.11,0.3588173059095945,-0.01985110710332295
1.112,0.3717410860646475,0.09862289167916116
1.114,0.3326794426364648,0.3101385882470301
1.116,-0.2110924111798015,0.06673828339301527
1.118,0.5221749755371035,-0.236162050576634
1.12,0.2474809014383426,0.130122741957106
1.122,0.1335094712231647,0.372604496296839
1.124,0.08452466872864754,0.1175796829948521
1.126,0.06400622228350861,0.03973636070522271
1.128,-0.08126103398724047,0.2459938992187974
1.13,-0.7279792489044807,0.4358453825400483
1.132,0.3926580135777073,0.05470710682984643
1.134,-0.0298695264849379,0.03061586734052626
1.136,-0.5571938718470655,0.4145417453236203
1.138,0.1187214231748628,-0.4062857178253617
1.14,0.0213071330356647,0.09740010118470757
1.142,-0.1646276741793417,0.2852807288082858
1.144,0.2436542596122242,-0.2702436689723481
1.146,-0.172533285763179,0.05178468817288699
1.148,-0.4640247385597768,-0.2963641721418158
1.15,-0.1334436786812394,-0.2049549130387733
1.152,-0.02272898248128934,-0.03475767943105652
1.154,0.1416895801386705,0.5152524185593146
1.156,-0.2409052023120431,-0.1981661550345844
1.158,-0.1276053217313682,-0.06366622681039007
1.16,0.2587847154732658,0.4045499826560743
1.162,0.1041672091389652,-0.3548875837688517
1.164,0.2135944270652476,0.01215639367004222
1.166,-0.004416417129130539,0.6776366637367884
1.168,-0.3272899418430572,-0.3541446441888473
1.17,0.2759305712942385,-0.357780074514658
1.172,0.2693726601422174,-0.3382434440750091
1.174,0.07870440247169624,-0.359979153626222
1.176,-0.2787954031349169,-0.2449137388166136
1.178,0.1669563478854053,-0.5440226991414764
1.18,0.5261484994738127,-0.09715269579273486
1.182,-0.08408318570439209,0.6715484078546005
1.184,0.1953230588457665,-0.1971132174502737
1.186,-0.05511509817875721,0.1893207738360542
1.188,0.2214533346635394,-0.387159040255091
1.19,-0.5866028370732425,0.2264995247649068
1.192,-0.5286230229186202,-0.2753669224737732
1.194,0.1273348865824497,0.1677870522440839
1.196,-0.2002762147975306,-0.493528419949985
1.198,0.3142335708964434,-0.08099488402526309
1.2,-0.4598665389605711,0.2362724888924047
1.202,-0.07944651813712683,0.6652665397154545
1.204,-0.004210317302159845,-0.1928449614072288
1.206,-0.1784580812241569,-0.2257150939582723
1.208,0.2191834348074358,-0.2524966943806394
